,Αριθμός Ταυτότητας,Ημερομηνία Έκδοσης,Όνομα,Given Name,Επώνυμο,Surname,Πατρώνυμο,Mητέρας Όνομα,Επίθετο Μητέρας,Ημερομηνία Γέννησης,Καταγωγή,Ύψος,Δημότης,Αρχή Έκδοσης Δελτίου
778,T0307237,17/02/2020,Ραλλία,Rallia,Μωυσίδου,Mousidou,Αιμιλιανός,Άλκηστις,Καραγρηγορίου,10/09/1946,Σάμος Γρεβενά,-,Ηγουμενίτσα 62970/8,Υ.Α. Γρεβενά Σάμος
779,OY6994760,02/03/2017,Μαλαμάτη,Malamate,Τσαντίδου,Tsantidou,Πολύδωρος,Δικαία,Μπότζα,13/11/1960,Αιτωλία & Ακαρνανία Ηράκλειο,-,Πολύγυρος 24338/3,Υ.Α. Ηράκλειο Αιτωλία & Ακαρνανία
780,BT0531288,27/10/2017,Ήρα,Era,Τάντου,Tantou,Βαρσάμος,Χαρά,Πορφυριάδου,20/01/1911,Ηλεία Ζάκυνθος,-,Κατερίνη 49416/9,Υ.Α. Ζάκυνθος Ηλεία
781,A4681251,02/11/2016,Λουκία,Loukia,Δημητριάδου,Demetriadou,Πολυζώης,Βαγιανή,Κάκκα,28/10/1958,Κυκλάδες Θεσσαλονίκη,-,Ερμούπολη 37541/6,Υ.Α. Θεσσαλονίκη Κυκλάδες
782,Y4473042,07/01/2020,Αμαλία,Amalia,Καρολίδου,Karolidou,Αγαπητός,Θεοδούλη,Χατζηφώτη,25/11/1970,Γρεβενά Λαμία,-,Κομοτηνή 67574/6,Υ.Α. Λαμία Γρεβενά
783,O9581335,01/04/2007,Ηώ,Eo,Γεωργακοπούλου,Georgakopoulou,Ροδόφλος,Ιωσηφίνα,Μυλωνίδου,19/06/1938,Σέρρες Τρίκαλα,-,Ναύπλιο 15584/5,Υ.Α. Τρίκαλα Σέρρες
784,IX8065371,16/12/2015,Άλκηστις,Alkestis,Μηλιάκη,Meliake,Σωτήρης,Χλόη,Βαϊραμίδου,24/11/1936,Αργολίδα Κομοτηνή,-,Καλαμάτα 79308/9,Υ.Α. Κομοτηνή Αργολίδα
785,K9280915,02/05/2008,Κικιλία,Kikilia,Μωραΐτη,MoraIte,Ζηνόβιος,Κυπαρισσία,Χαλκίδου,06/07/1943,Αρκαδία Αγ. Νικόλαος,-,Ρόδος 78989/1,Υ.Α. Αγ. Νικόλαος Αρκαδία
786,ZE8702662,21/09/2007,Ματίνα,Matina,Στεφάνου,Stephanou,Αφέντης,Τριαντάφυλλη,Μιχελή,15/12/1923,Κυκλάδες Ξάνθη,-,Καβάλα 53166/7,Υ.Α. Ξάνθη Κυκλάδες
787,B3974411,01/05/2016,Ειρηναίος,Eirenaios,Τσάρκος,Tsarkos,Διογένης,Μερόπη,Ντότση,10/02/1912,Σάμος Αλεξανδρούπολη,-,Τρίκαλα 85456/5,Υ.Α. Αλεξανδρούπολη Σάμος
788,ON3191395,10/07/2013,Παντελία,Pantelia,Ζιάρα,Ziara,Τιμόθεος,Ιουλιανή,Αποστολίδου,29/05/1925,Αχαΐα Πύργος,-,Καστοριά 80547/6,Υ.Α. Πύργος Αχαΐα
789,I8198899,29/06/2009,Παναγής,Panages,Κατσιγιάννης,Katsigiannes,Γαβριήλ,Ίρις,Γαλανάκη,05/07/1992,Φλώρινα Κέρκυρα,-,Κιλκίς 56814/3,Υ.Α. Κέρκυρα Φλώρινα
790,ZB2120653,30/03/2012,Κλημεντίνη,Klementine,Σύψα,Supsa,Θεόφραστος,Καλλιόπη,Κατσαντώνη,11/04/1967,Άρτα Καβάλα,-,Ιωάννινα 81880/6,Υ.Α. Καβάλα Άρτα
791,A6380520,16/07/2014,Χαρίκλεια,Kharikleia,Μπονέλη,Mponele,Λαέρτης,Θεόκλεια,Αγγελουσοπούλου,18/03/1935,Φθιώτιδα Λευκάδα,-,Μυτιλήνη 03149/3,Υ.Α. Λευκάδα Φθιώτιδα
792,YY0741602,27/12/2019,Φρύνη,Phrune,Μάντου,Mantou,Φώτιος,Διαμαντούλα,Σολωμίδου,19/10/1936,Ρέθυμνο Ρόδος,-,Κιλκίς 36115/6,Υ.Α. Ρόδος Ρέθυμνο
793,K2736697,15/07/2012,Αμβρόσιος,Ambrosios,Κουτελιέρης,Koutelieres,Τσαμπίκος,Παναγιώτα,Τσουκιά,19/05/1968,Θεσπρωτία Ηγουμενίτσα,-,Τρίκαλα 69099/1,Υ.Α. Ηγουμενίτσα Θεσπρωτία
794,IM4374306,07/08/2009,Παναγιώτα,Panagiota,Βουλγαρίδου,Boulgaridou,Ιγνάτιος,Πιερρίνα,Δρίβα,12/05/1948,Λέσβος Βέροια,-,Καρπενήσι 46281/3,Υ.Α. Βέροια Λέσβος
795,BH9987241,15/09/2017,Όθων,Othon,Τζουβέλης,Tzoubeles,Διογένης,Αταλάντη,Αντωνίου,24/08/1919,Τρίκαλα Σέρρες,-,Χανιά 42432/3,Υ.Α. Σέρρες Τρίκαλα
796,HX2854998,11/03/2020,Κλεόβουλος,Kleoboulos,Τσιάρας,Tsiaras,Περικλής,Αντιγόνη,Βαβάση,20/09/1911,Τρίκαλα Βέροια,-,Βέροια 77820/4,Υ.Α. Βέροια Τρίκαλα
797,ZM5387332,05/08/2016,Ιωσηφίνα,Iosephina,Γιαννακουδάκη,Giannakoudake,Όθων,Σαπφώ,Φασατάκη,06/12/1996,Έβρος Λαμία,-,Καρδίτσα 50201/8,Υ.Α. Λαμία Έβρος
798,T3804315,15/03/2013,Ροδιά,Rodia,Βασιλειάδη,Basileiade,Κυπριανός,Ναυσικά,Σκαφτούρου,29/08/1938,Θεσσαλονίκη Κέρκυρα,-,Λευκάδα 11287/4,Υ.Α. Κέρκυρα Θεσσαλονίκη
799,E2563096,26/08/2008,Βαρδής,Bardes,Καρακυρίου,Karakuriou,Μελέτιος,Δαμιανή,Ξυγκάκου,24/04/1984,Κυκλάδες Τρίκαλα,-,Άρτα 19053/5,Υ.Α. Τρίκαλα Κυκλάδες
800,HX8006944,12/08/2018,Χαραλαμπία,Kharalampia,Κονιάρη,Koniare,Θεοδόσιος,Αμφιτρίτη,Σωτηροπούλου,18/11/1983,Ζάκυνθος Χίος,-,Μεσολόγγι 55218/8,Υ.Α. Χίος Ζάκυνθος
801,N4729446,12/05/2007,Ευγενία,Eugenia,Τσαμτσούρη,Tsamtsoure,Μηνάς,Έλλη,Θεοδωροπούλου,25/04/1969,Πρέβεζα Ναύπλιο,-,Δράμα 92215/6,Υ.Α. Ναύπλιο Πρέβεζα
802,T7333212,08/06/2015,Νεοκλής,Neokles,Κορδατζής,Kordatzes,Γαληνός,Θεοφίλη,Κατσιμάνη,30/07/1934,Αργολίδα Χαλκίδα,-,Τρίκαλα 29106/7,Υ.Α. Χαλκίδα Αργολίδα
803,M8399665,29/04/2011,Θεοδόσης,Theodoses,Ακριώτης,Akriotes,Ιούλιος,Ματρώνη,Μενγκ,09/10/2005,Πέλλα Μεσολόγγι,-,Χαλκίδα 09022/3,Υ.Α. Μεσολόγγι Πέλλα
804,A3910037,12/02/2015,Ανδρομέδα,Andromeda,Τσανάκα,Tsanaka,Θεοχάρης,Νικολίτσα,Βερβίτη,16/12/1963,Καστοριά Αγ. Νικόλαος,-,Καρδίτσα 93751/2,Υ.Α. Αγ. Νικόλαος Καστοριά
805,B8980172,28/10/2018,Παρθένα,Parthena,Κωνσταντοπούλου,Konstantopoulou,Τρύφων,Ραλλία,Μαλλή,05/02/2005,Κέρκυρα Σπάρτη,-,Αθήνα 58703/9,Υ.Α. Σπάρτη Κέρκυρα
806,P5296950,24/11/2020,Δροσιά,Drosia,Δρόσου,Drosou,Παράσχος,Έλλη,Χουρζαμάνη,01/01/1975,Ευρυτανία Ιωάννινα,-,Χαλκίδα 19791/1,Υ.Α. Ιωάννινα Ευρυτανία
807,XK6980249,16/04/2009,Αγαθή,Agathe,Μαλλή,Malle,Διογένης,Αιμιλία,Χατζηχαρίστου,02/03/1993,Καρδίτσα Χανιά,-,Καλαμάτα 07486/8,Υ.Α. Χανιά Καρδίτσα
808,Z9003057,29/01/2011,Ησαΐας,EsaIas,Αγγελής,Aggeles,Νεκτάριος,Ναυσικά,Κουθούρη,10/11/1922,Φθιώτιδα Κοζάνη,-,Καβάλα 46503/5,Υ.Α. Κοζάνη Φθιώτιδα
809,OB8956501,30/10/2010,Εμμανουήλ,Emmanouel,Λεβέντης,Lebentes,Θεοφύλακτος,Δέσποινα,Τουρνά,16/08/2002,Καρδίτσα Αθήνα,-,Κατερίνη 37427/5,Υ.Α. Αθήνα Καρδίτσα
810,HI9356014,19/07/2015,Κλήμης,Klemes,Παντζέκος,Pantzekos,Ερρίκος,Ευτυχία,Μαρτζούκου,18/02/2010,Φλώρινα Χανιά,-,Δράμα 54496/2,Υ.Α. Χανιά Φλώρινα
811,A7556906,04/02/2012,Βενέτιος,Benetios,Σαμαράς,Samaras,Ιππόλυτος,Πηγή,Τρίκα,19/12/1926,Μαγνησία Ναύπλιο,-,Πάτρα 83408/6,Υ.Α. Ναύπλιο Μαγνησία
812,H9838315,03/08/2013,Ιάσονας,Iasonas,Κατσαμάνης,Katsamanes,Χαρίλαος,Χρυσαυγή,Καρακωνσταντινού,14/07/1969,Ζάκυνθος Βόλος,-,Αθήνα 75572/5,Υ.Α. Βόλος Ζάκυνθος
813,H3874351,29/08/2016,Παρθένα,Parthena,Φραγκιαδάκη,Phragkiadake,Ζαφείριος,Ίρις,Φασατάκη,05/09/1995,Έβρος Άρτα,-,Χίος 09674/6,Υ.Α. Άρτα Έβρος
814,X0477911,22/09/2015,Καλομοίρα,Kalomoira,Πρέκα,Preka,Καλλίνικος,Κατερίνα,Πουλίδα,06/01/1930,Κυκλάδες Χανιά,-,Χίος 69908/2,Υ.Α. Χανιά Κυκλάδες
815,YE1216801,07/08/2012,Θεόπιστος,Theopistos,Αποστολίδης,Apostolides,Αθηνόδωρος,Κικιλία,Τομπουλίδου,24/09/1914,Ημαθία Μεσολόγγι,-,Καβάλα 46490/2,Υ.Α. Μεσολόγγι Ημαθία
816,NX8295172,28/04/2018,Αρχέλαος,Arkhelaos,Κουρής,Koures,Θέμης,Μερόπη,Τσάτη,16/04/1919,Μεσσηνία Ναύπλιο,-,Δράμα 45856/9,Υ.Α. Ναύπλιο Μεσσηνία
817,B8138949,25/01/2008,Ραφαήλ,Raphael,Παπουλής,Papoules,Βαρθολομαίος,Μάρθα,Μπατσάκη,13/03/1981,Σέρρες Μυτιλήνη,-,Βόλος 35535/7,Υ.Α. Μυτιλήνη Σέρρες
818,IY4674702,13/06/2009,Αύγουστος,Augoustos,Φρογάκης,Phrogakes,Τηλέμαχος,Φρειδερίκη,Καλδή,16/12/1920,Καστοριά Έδεσσα,-,Χίος 26846/9,Υ.Α. Έδεσσα Καστοριά
819,X5797836,16/01/2008,Πάρις,Paris,Σπανδωνίδης,Spandonides,Χρίστος,Νερατζιά,Σόφρα,31/10/1931,Ευρυτανία Πρέβεζα,-,Αργοστόλι 24820/4,Υ.Α. Πρέβεζα Ευρυτανία
820,T5961171,30/03/2019,Ευανθία,Euanthia,Τσέτου,Tsetou,Μαρτίνος,Πελαγία,Τομπουλίδου,06/01/2008,Πιερία Λιβαδιά,-,Χίος 43606/8,Υ.Α. Λιβαδιά Πιερία
821,ZO7114956,06/07/2018,Παντούλα,Pantoula,Κοκκινίδου,Kokkinidou,Αγαθάγγελος,Περσεφόνη,Μπύρου,24/04/1978,Τρίκαλα Πύργος,-,Ζάκυνθος 44453/9,Υ.Α. Πύργος Τρίκαλα
822,X5441170,16/06/2015,Στέλλιος,Stellios,Δανιηλίδης,Danielides,Φαίδων,Θεόκλεια,Φαρμάκη,05/02/1940,Καστοριά Λιβαδιά,-,Τρίκαλα 94142/6,Υ.Α. Λιβαδιά Καστοριά
823,O1150610,08/06/2014,Ελισσαίος,Elissaios,Σαμανίδης,Samanides,Αγάπιος,Τσαμπίκα,Μουτζούρη,01/11/1991,Μεσσηνία Φλώρινα,-,Χανιά 32919/4,Υ.Α. Φλώρινα Μεσσηνία
824,MM7255424,22/02/2018,Λεωνίδας,Leonidas,Κουτσουλής,Koutsoules,Γεράσιμος,Μερόπη,Καργάκου,03/12/1936,Βοιωτία Πύργος,-,Καρπενήσι 73549/6,Υ.Α. Πύργος Βοιωτία
825,I9345346,30/07/2014,Μαλβίνα,Malbina,Λιάκου,Liakou,Γκίκας,Καλομοίρα,Τόμπρη,07/08/1910,Λευκάδα Άρτα,-,Ναύπλιο 05085/9,Υ.Α. Άρτα Λευκάδα
826,PX7769087,28/01/2012,Χρυσοβαλάντω,Khrusobalanto,Γκάγκα,Gkagka,Ευάγγελος,Τρυφωνία,Χορόζη,22/11/1990,Φωκίδα Έδεσσα,-,Χαλκίδα 55998/2,Υ.Α. Έδεσσα Φωκίδα
827,BO9047420,17/11/2009,Φρύνη,Phrune,Κωτούλα,Kotoula,Πανορμίτης,Αμφιθέα,Μπαφίτη,07/07/1941,Κιλκίς Λιβαδιά,-,Καρδίτσα 20244/1,Υ.Α. Λιβαδιά Κιλκίς
828,O6010006,22/03/2012,Γερακίνα,Gerakina,Γραμμένου,Grammenou,Αγαμέμνων,Παναγιώτα,Τσαντίδου,28/12/1916,Ροδόπη Ζάκυνθος,-,Λάρισα 70806/1,Υ.Α. Ζάκυνθος Ροδόπη
829,PY8811512,25/06/2012,Ισμήνη,Ismene,Γεωργή,George,Αντίγονος,Αδαμαντία,Μιχελακάκη,16/10/2000,Ηράκλειο Σπάρτη,-,Πολύγυρος 94570/5,Υ.Α. Σπάρτη Ηράκλειο
830,MO7197377,09/11/2006,Ταξίαρχος,Taxiarkhos,Ζηματίκας,Zematikas,Σάββας,Ευμορφία,Καλογιαννάκη,28/03/2000,Αργολίδα Καρδίτσα,-,Κομοτηνή 51058/8,Υ.Α. Καρδίτσα Αργολίδα
831,NP9691857,29/07/2010,Χρίστος,Khristos,Τζεβελέκος,Tzebelekos,Αυξέντιος,Βεατρίκη,Βασιλάκη,15/01/1975,Καρδίτσα Λιβαδιά,-,Τρίπολη 48363/2,Υ.Α. Λιβαδιά Καρδίτσα
832,P1575542,16/03/2020,Ναυσικά,Nausika,Λέκκα,Lekka,Βαλέριος,Τσαμπίκα,Αβραμίδου,05/07/1932,Σέρρες Λάρισα,-,Δράμα 05167/9,Υ.Α. Λάρισα Σέρρες
833,O2694360,22/01/2016,Αργυρούλα,Arguroula,Παπαχρήστου,Papakhrestou,Ιωνάς,Σαπφώ,Φαρμάκη,09/09/1953,Λάρισσα Μυτιλήνη,-,Αργοστόλι 50743/1,Υ.Α. Μυτιλήνη Λάρισσα
834,IK0809694,23/10/2010,Μιχαέλα,Mikhaela,Μήτσου,Metsou,Γαρύφαλλος,Μαρκέλλα,Μπίκα,08/11/1949,Θεσσαλονίκη Τρίκαλα,-,Χαλκίδα 16521/4,Υ.Α. Τρίκαλα Θεσσαλονίκη
835,Y9877059,04/07/2019,Πέτρος,Petros,Συρρής,Surres,Αμβρόσιος,Θεοπίστη,Πέττα,06/05/2011,Μεσσηνία Ρόδος,-,Αγ. Νικόλαος 09333/7,Υ.Α. Ρόδος Μεσσηνία
836,TY3443839,04/02/2011,Ροδόκλεια,Rodokleia,Βυζιηνού,Buzienou,Χριστόφορος,Ταξιαρχία,Δεδούκου,11/06/1980,Κέρκυρα Καλαμάτα,-,Ιωάννινα 66369/2,Υ.Α. Καλαμάτα Κέρκυρα
837,I7428703,05/07/2013,Νεόκλεια,Neokleia,Κατσιμάλη,Katsimale,Γεράσιμος,Σεβαστιανή,Δαρδιώτη,25/11/1937,Χανιά Χανιά,-,Ερμούπολη 68488/9,Υ.Α. Χανιά Χανιά
838,MK7508452,21/09/2012,Θεοφύλακτη,Theophulakte,Μπύρου,Mpurou,Ανθούλης,Τατιάνα,Καφαντάρη,15/06/1953,Φωκίδα Σέρρες,-,Κιλκίς 71329/2,Υ.Α. Σέρρες Φωκίδα
839,Y4923324,14/04/2011,Φραντζέσκα,Phrantzeska,Καψή,Kapse,Ρήγας,Γραμματική,Φασουλίδου,09/11/1941,Ευρυτανία Άρτα,-,Αγ. Νικόλαος 75343/4,Υ.Α. Άρτα Ευρυτανία
840,BH2401189,21/10/2017,Τζένη,Tzene,Καζαντζή,Kazantze,Θρασύβουλος,Κωνσταντία,Καλδή,14/03/1998,Μεσσηνία Σάμος,-,Ερμούπολη 61809/5,Υ.Α. Σάμος Μεσσηνία
841,K1064371,27/05/2017,Σοφοκλής,Sophokles,Συλλίγαρδος,Sulligardos,Λουδοβίκος,Ροδαμάνθη,Μπαλαμπάνη,27/08/1950,Χανιά Μυτιλήνη,-,Πρέβεζα 49734/9,Υ.Α. Μυτιλήνη Χανιά
842,E0722367,22/04/2011,Ρήγας,Regas,Νανούρης,Nanoures,Αντύπας,Βησσαρία,Λαλαούνη,20/12/1961,Κυκλάδες Χαλκίδα,-,Κέρκυρα 19689/2,Υ.Α. Χαλκίδα Κυκλάδες
843,Y2912131,25/07/2012,Λάζαρος,Lazaros,Πίππας,Pippas,Φλοριάντ,Περσεφόνη,Καρακυρίου,11/11/1981,Βοιωτία Καρπενήσι,-,Θεσσαλονίκη 39851/4,Υ.Α. Καρπενήσι Βοιωτία
844,T0173291,24/10/2008,Μιχάλης,Mikhales,Λέλεκας,Lelekas,Ιάκωβος,Ερμιόνη,Δρακουλή,03/01/1980,Αχαΐα Τρίπολη,-,Κέρκυρα 77734/2,Υ.Α. Τρίπολη Αχαΐα
845,NO2662637,05/12/2019,Δαμιανός,Damianos,Καλιάμπος,Kaliampos,Σόλων,Μάρθα,Μενγκ,08/02/1945,Πιερία Ρόδος,-,Φλώρινα 29965/2,Υ.Α. Ρόδος Πιερία
846,TK2035350,24/04/2014,Αηδόνα,Aedona,Μαγούλα,Magoula,Ευστράτιος,Βικτωρία,Αργυροπούλου,31/03/1917,Εύβοια Χίος,-,Καστοριά 41716/5,Υ.Α. Χίος Εύβοια
847,OA0876611,13/01/2018,Τσαμπίκα,Tsampika,Πέτση,Petse,Βάιος,Ξένη,Καλαμάρα,17/12/1997,Καστοριά Δράμα,-,Ζάκυνθος 55076/8,Υ.Α. Δράμα Καστοριά
848,B9964184,17/12/2006,Χλόη,Khloe,Κιορίδου,Kioridou,Φιλήμων,Ρωξάνη,Σαλέμη,29/08/1993,Κορινθία Θεσσαλονίκη,-,Λευκάδα 14804/1,Υ.Α. Θεσσαλονίκη Κορινθία
849,AY1481942,11/10/2013,Αντωνία,Antonia,Γκάγκα,Gkagka,Πάρις,Αδαμαντία,Χανταμπή,14/04/2006,Αιτωλία & Ακαρνανία Λιβαδιά,-,Καρπενήσι 84130/6,Υ.Α. Λιβαδιά Αιτωλία & Ακαρνανία
850,MT8104739,31/12/2014,Θεοδόσιος,Theodosios,Καρούσος,Karousos,Τριαντάφυλλος,Ευθαλία,Γεωργιάδου,23/01/1984,Μαγνησία Αργοστόλι,-,Κομοτηνή 94817/3,Υ.Α. Αργοστόλι Μαγνησία
851,KM9029639,10/06/2019,Γραμματική,Grammatike,Παπακωνσταντίνου,Papakonstantinou,Λύσανδρος,Αλεξάνδρα,Παρασκευά,24/10/1961,Ηράκλειο Κομοτηνή,-,Ρέθυμνο 02493/8,Υ.Α. Κομοτηνή Ηράκλειο
852,AT9091667,03/10/2017,Τιμολέων,Timoleon,Νέλος,Nelos,Μεθόδιος,Βικτόρια,Καλδή,15/01/1927,Καστοριά Γρεβενά,-,Καρδίτσα 88819/4,Υ.Α. Γρεβενά Καστοριά
853,TI3963131,03/06/2017,Γαβριέλλα,Gabriella,Ζαβιτσάνου,Zabitsanou,Έκτορας,Γερασιμούλα,Ζεγλίνα,23/05/1977,Κεφαλληνία Κομοτηνή,-,Αλεξανδρούπολη 95644/5,Υ.Α. Κομοτηνή Κεφαλληνία
854,P5042423,04/08/2010,Ερασμία,Erasmia,Τζιρατούδη,Tziratoude,Γαληνός,Πελαγία,Πλατάκη,13/07/2006,Ιωάννινα Ναύπλιο,-,Μυτιλήνη 49645/8,Υ.Α. Ναύπλιο Ιωάννινα
855,TB1187129,19/10/2009,Βενιαμίν,Beniamin,Πετρίδης,Petrides,Νέαρχος,Μαργιέττα,Σταματούκου,29/07/1980,Χαλκιδική Πύργος,-,Καλαμάτα 99356/5,Υ.Α. Πύργος Χαλκιδική
856,KT7586047,05/02/2021,Ευτυχία,Eutukhia,Τσαχάκη,Tsakhake,Αυγέρης,Καλή,Μουτζούρη,25/08/2003,Γρεβενά Αργοστόλι,-,Ζάκυνθος 57800/2,Υ.Α. Αργοστόλι Γρεβενά
857,ZE3913682,27/10/2020,Σταμάτιος,Stamatios,Ρωμαίου,Romaiou,Παρασκευάς,Αριάδνη,Πετρίδου,30/03/1965,Φλώρινα Σπάρτη,-,Ηράκλειο 99335/4,Υ.Α. Σπάρτη Φλώρινα
858,K2829376,04/01/2014,Πέτρα,Petra,Κολτσάκη,Koltsake,Κρυστάλλης,Ευπραξία,Μπατζάνη,21/12/1985,Φλώρινα Αργοστόλι,-,Αργοστόλι 55460/3,Υ.Α. Αργοστόλι Φλώρινα
859,A5926481,05/02/2015,Άνθιμος,Anthimos,Κεσεμίδης,Kesemides,Πύρρος,Χριστοφόρα,Στυλιανίδου,13/06/1990,Φθιώτιδα Χίος,-,Φλώρινα 95138/1,Υ.Α. Χίος Φθιώτιδα
860,O0931053,14/01/2012,Πλάτων,Platon,Ιντζές,Intzes,Ασκληπιός,Πολύβια,Μασίκα,09/03/1926,Έβρος Λάρισα,-,Χίος 30363/6,Υ.Α. Λάρισα Έβρος
861,MP6862213,09/02/2007,Αρχιμήδης,Arkhimedes,Αθανασάκης,Athanasakes,Ζηνόβιος,Νερατζιά,Λογοθέτη,28/03/1987,Γρεβενά Ναύπλιο,-,Πάτρα 65565/8,Υ.Α. Ναύπλιο Γρεβενά
862,B0770198,11/08/2016,Ελέσσα,Elessa,Φιδάνη,Phidane,Σπήλιος,Νεόκλεια,Σκούμπρου,06/05/1988,Καβάλα Σάμος,-,Ιωάννινα 88058/2,Υ.Α. Σάμος Καβάλα
863,IB3976356,21/05/2020,Περσεφόνη,Persephone,Μοσχοβάκη,Moskhobake,Λουδοβίκος,Πιερρίνα,Μεξή,21/02/1914,Ημαθία Τρίπολη,-,Βόλος 24616/7,Υ.Α. Τρίπολη Ημαθία
864,M1231179,05/07/2014,Σωτήριος,Soterios,Ζηματίκας,Zematikas,Σταύρος,Γαβριέλλα,Κανελή,15/06/1991,Ξάνθη Πύργος,-,Κατερίνη 99491/9,Υ.Α. Πύργος Ξάνθη
865,I2353207,21/01/2010,Κορνήλιος,Kornelios,Ευαγγελινός,Euaggelinos,Αρτέμιος,Λυγερή,Καρανασίου,24/01/1994,Έβρος Λευκάδα,-,Τρίκαλα 66138/9,Υ.Α. Λευκάδα Έβρος
866,BX1165325,21/05/2008,Τζανέτος,Tzanetos,Σταμούλης,Stamoules,Δωρόθεος,Θεοφανία,Πετσιά,06/07/2008,Πρέβεζα Καλαμάτα,-,Κόρινθος 73997/1,Υ.Α. Καλαμάτα Πρέβεζα
